Programme Name,Year,Award Status,Applicant Gender,Amount Requested,Amount Funded
SFI Research Centres,2012,Declined,Male,29700000,
SFI Research Centres,2012,Declined,Male,27780000,
SFI Research Centres,2012,Declined,Female,15040000,
SFI Research Centres,2012,Declined,Male,16370000,
SFI Research Centres,2012,Declined,Male,21650000,
SFI Research Centres,2012,Declined,Male,6090000,
SFI Research Centres,2012,Declined,Male,19350000,
SFI Research Centres,2012,Declined,Male,17860000,
SFI Research Centres,2012,Declined,Male,5250000,
SFI Research Centres,2012,Declined,Male,9420000,
SFI Research Centres,2012,Declined,Male,8080000,
SFI Research Centres,2012,Declined,Male,15840000,
SFI Research Centres,2012,Declined,Male,25220000,
SFI Research Centres,2012,Declined,Male,6000000,
SFI Research Centres,2012,Declined,Male,8660000,
SFI Research Centres,2012,Declined,Male,9530000,
SFI Research Centres,2012,Declined,Male,13650000,
SFI Research Centres,2012,Declined,Male,24530000,
SFI Research Centres,2012,Declined,Male,26080000,
SFI Research Centres,2012,Declined,Male,11440000,
SFI Research Centres,2012,Declined,Male,6680000,
SFI Research Centres,2012,Declined,Male,9150000,
SFI Research Centres,2012,Declined,Male,3150000,
SFI Research Centres,2012,Declined,Female,12840000,
SFI Research Centres,2012,Declined,Male,5340000,
SFI Research Centres,2012,Declined,Male,12070000,
SFI Research Centres,2012,Declined,Male,5000000,
SFI Research Centres,2012,Declined,Male,6880000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,770000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,1570000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1000000,890000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1980000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,730000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,1300000,1140000
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,650000,760000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,460000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,610000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,600000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,580000,570000
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1190000,1100000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1250000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,960000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1070000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1000000,980000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,880000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,2500000,2170000
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,800000,790000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,950000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,810000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1340000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,870000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,900000,960000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,930000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,780000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,990000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,410000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1300000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1750000,1420000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,670000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,490000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1320000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,720000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,900000,920000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,440000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,740000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,610000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,750000,770000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,810000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,800000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,850000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,2500000,1870000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,2200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1180000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,960000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,690000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1600000,830000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1490000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,1250000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,590000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,650000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1700000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1060000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,420000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,140000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,430000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,690000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,370000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,900000,830000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,600000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,850000,490000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,850000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1250000,920000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1600000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,760000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,340000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,740000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,510000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1100000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1550000,1360000
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,750000,760000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1170000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,790000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,880000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1230000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1900000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,650000,660000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,480000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,720000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,710000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,330000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,620000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1030000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,450000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,900000,900000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,550000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,1400000,1260000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,0,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,360000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1360000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1100000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,750000,700000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,1200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,620000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1200000,680000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1030000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,780000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,420000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1250000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,1000000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,810000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,1040000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,0,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,770000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,420000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,900000,1460000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,780000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,500000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,530000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,200000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,2320000,1800000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,390000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,460000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,970000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,500000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,790000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,950000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,900000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,490000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,630000,630000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,650000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,790000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,740000,
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Female,950000,710000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Female,1050000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,810000,920000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,360000,
SFI Investigator Programme/Principal Investigator Programme,2011,Awarded,Male,1260000,1290000
SFI Investigator Programme/Principal Investigator Programme,2011,Declined,Male,720000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1110000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,780000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1410000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1220000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Project Award,2012,Declined,Female,200000,
SFI Investigator Project Award,2012,Declined,Male,270000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1170000,950000
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Project Award,2012,Declined,Female,250000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,120000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Project Award,2012,Declined,Female,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,940000,
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Female,200000,
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2500000,1930000
SFI Investigator Project Award,2012,Declined,Female,190000,
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Female,180000,
SFI Investigator Project Award,2012,Declined,Female,110000,
SFI Investigator Project Award,2012,Awarded,Male,200000,180000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2420000,1510000
SFI Investigator Project Award,2012,Declined,Male,100000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1000000,810000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2240000,2060000
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Female,230000,
SFI Investigator Project Award,2012,Awarded,Female,300000,240000
SFI Investigator Project Award,2012,Awarded,Female,270000,270000
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2450000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1980000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,930000,
SFI Investigator Project Award,2012,Awarded,Male,270000,200000
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Awarded,Female,220000,200000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,940000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,290000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Female,810000,520000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Project Award,2012,Awarded,Male,220000,220000
SFI Investigator Project Award,2012,Declined,Male,270000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,990000,630000
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Project Award,2012,Declined,Female,170000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Awarded,Male,150000,150000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1420000,460000
SFI Investigator Project Award,2012,Awarded,Male,150000,150000
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Awarded,Male,300000,220000
SFI Investigator Project Award,2012,Awarded,Male,300000,290000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1470000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,570000,
SFI Investigator Project Award,2012,Declined,Female,220000,
SFI Investigator Project Award,2012,Declined,Male,140000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Awarded,Male,140000,140000
SFI Investigator Project Award,2012,Declined,Male,270000,
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,800000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Project Award,2012,Declined,Male,240000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Project Award,2012,Declined,Female,210000,
SFI Investigator Project Award,2012,Declined,Male,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1260000,1250000
SFI Investigator Project Award,2012,Declined,Female,120000,
SFI Investigator Project Award,2012,Declined,Female,190000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Declined,Female,280000,
SFI Investigator Project Award,2012,Declined,Female,110000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Female,1120000,1050000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1130000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1180000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Awarded,Male,230000,210000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2430000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,840000,
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2500000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Awarded,Male,220000,220000
SFI Investigator Project Award,2012,Declined,Female,120000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Female,220000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Awarded,Male,110000,110000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1760000,300000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1570000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1370000,
SFI Investigator Project Award,2012,Declined,Male,260000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,980000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,600000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2500000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,660000,440000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,2100000,
SFI Investigator Project Award,2012,Declined,Female,190000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,890000,
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Project Award,2012,Declined,Female,200000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Project Award,2012,Awarded,Female,160000,160000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,920000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,640000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Declined,Female,180000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1020000,780000
SFI Investigator Project Award,2012,Declined,Male,290000,
SFI Investigator Project Award,2012,Awarded,Female,160000,160000
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Female,220000,
SFI Investigator Project Award,2012,Awarded,Female,150000,150000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,950000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1650000,
SFI Investigator Project Award,2012,Declined,Female,190000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,410000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,740000,720000
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Male,270000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1360000,
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Project Award,2012,Awarded,Female,170000,170000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1430000,1380000
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1500000,1400000
SFI Investigator Project Award,2012,Awarded,Male,260000,220000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,490000,
SFI Investigator Project Award,2012,Declined,Male,260000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1090000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,870000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,950000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Male,130000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Project Award,2012,Declined,Female,260000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1520000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1120000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,560000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,650000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1800000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,880000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Project Award,2012,Declined,Female,210000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Female,970000,950000
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1700000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Declined,Male,170000,
SFI Investigator Project Award,2012,Awarded,Male,250000,240000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1500000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,660000,
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2500000,
SFI Investigator Project Award,2012,Declined,Female,220000,
SFI Investigator Project Award,2012,Declined,Male,200000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,750000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1750000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,940000,
SFI Investigator Project Award,2012,Declined,Male,230000,
SFI Investigator Project Award,2012,Declined,Male,110000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,800000,
SFI Investigator Project Award,2012,Declined,Male,120000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,2500000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,640000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1040000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1090000,1020000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Female,1250000,
SFI Investigator Project Award,2012,Declined,Female,60000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2320000,1320000
SFI Investigator Project Award,2012,Declined,Male,140000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Declined,Female,260000,
SFI Investigator Project Award,2012,Declined,Male,170000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Project Award,2012,Awarded,Male,230000,220000
SFI Investigator Project Award,2012,Awarded,Male,300000,290000
SFI Investigator Project Award,2012,Awarded,Male,190000,190000
SFI Investigator Project Award,2012,Awarded,Female,150000,150000
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Project Award,2012,Awarded,Male,300000,300000
SFI Investigator Project Award,2012,Declined,Female,140000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1300000,
SFI Investigator Project Award,2012,Declined,Female,300000,
SFI Investigator Project Award,2012,Awarded,Female,200000,190000
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Project Award,2012,Declined,Female,190000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1340000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1150000,
SFI Investigator Project Award,2012,Awarded,Male,220000,220000
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Project Award,2012,Declined,Female,230000,
SFI Investigator Project Award,2012,Declined,Male,220000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1970000,
SFI Investigator Project Award,2012,Declined,Male,160000,
SFI Investigator Project Award,2012,Declined,Male,140000,
SFI Investigator Project Award,2012,Awarded,Male,300000,280000
SFI Investigator Project Award,2012,Awarded,Female,300000,270000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1290000,
SFI Investigator Project Award,2012,Awarded,Male,200000,190000
SFI Investigator Project Award,2012,Declined,Female,210000,
SFI Investigator Project Award,2012,Declined,Female,130000,
SFI Investigator Project Award,2012,Declined,Male,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1480000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1250000,
SFI Investigator Project Award,2012,Declined,Male,210000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,1970000,1830000
SFI Investigator Project Award,2012,Awarded,Female,300000,300000
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,570000,
SFI Investigator Project Award,2012,Declined,Male,280000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Female,860000,840000
SFI Investigator Project Award,2012,Declined,Male,190000,
SFI Investigator Project Award,2012,Declined,Male,150000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,770000,
SFI Investigator Programme/Principal Investigator Programme,2012,Declined,Male,1490000,
SFI Investigator Project Award,2012,Declined,Male,300000,
SFI Investigator Project Award,2012,Declined,Female,180000,
SFI Investigator Programme/Principal Investigator Programme,2012,Awarded,Male,2430000,1100000
SFI Investigator Project Award,2012,Declined,Male,260000,
SFI Investigator Project Award,2012,Declined,Female,210000,
